id_client,nom_famille,sexe,email,Année,tranche_revenus,enfants,Somme de enfant_conduite_accompagne,adresse,lat,lon,date_demande,etat_dossier,formule,tranche_devis,type_vehicule,age_vehicule,est_rouge,usage_vehicule,type_conduite,Somme de points_perdus
472441773,de Blanchard,F,david49@wanadoo.fr,1952,> 120k€,false,0,1 Rue du Stade 10700 Saint-Étienne-sous-Barbuise,48.502871,4.1073,2022-04-19 21:51:10,complet,dev_integral,300-400€,z_SUV,12,no,Private,Highly Urban/ Urban,1
193388454,de Bodin,M,anaisbesnard@noos.fr,1963,80k-100k€,true,0,22 Route de Lurcy 3000 Montilly,46.609877,3.238802,2022-05-26 00:20:31,complet,dev_premium,400-500€,Van,,yes,Commercial,z_Highly Rural/ Rural,2
692062611,de Boucher,M,jboulay@free.fr,1965,20k-40k€,false,0,26 Rue du Fort 27570 Tillières-sur-Avre,48.756631,1.054437,2022-03-16 12:46:20,complet,dev_express,200-300€,Pickup,1,yes,Commercial,Highly Urban/ Urban,5
978491576,de Bourdon,M,michelle-gall@tiscali.fr,1934,,false,0,15 Avenue des Batailles 47410 Lauzun,44.632567,0.462143,2022-03-04 01:37:05,complet,dev_express,200-300€,Pickup,1,yes,Commercial,Highly Urban/ Urban,3
952181357,de Boyer,M,alaingosselin@noos.fr,1994,40k-60k€,true,0,10 Chemin de Blangy 80100 Abbeville,50.10345,1.799005,2022-03-18 00:31:27,complet,dev_express,200-300€,z_SUV,1,no,Private,Highly Urban/ Urban,2
813047682,de Brun,F,francoisrichard@wanadoo.fr,2008,40k-60k€,false,0,14 Place André Maurel 31320 Castanet-Tolosan,43.514036,1.498439,2022-04-22 03:55:30,complet,dev_integral,300-400€,Pickup,1,yes,Commercial,Highly Urban/ Urban,0
850354716,de Carlier,M,tguichard@gmail.com,1938,80k-100k€,true,0,11 Rue Gérald et Germaine de Chamberet 42000 Saint-Étienne,45.413465,4.377966,2022-03-24 03:47:30,complet,dev_integral,300-400€,Pickup,16,no,Commercial,Highly Urban/ Urban,4
397946751,de Carre,M,gregoirearnaud@bouygtel.fr,1955,< 20k€,true,0,98 Rue de la Grotte 65100 Lourdes,43.095231,'-0.052334,2022-01-08 09:26:52,complet,dev_express,200-300€,z_SUV,8,no,Commercial,Highly Urban/ Urban,3
314006147,de Ferreira,M,gmonnier@tiscali.fr,1974,40k-60k€,false,0,8 Allée du Riotord 42390 Villars,45.45993,4.359339,2022-02-12 08:10:42,complet,dev_premium,500-600€,Minivan,13,no,Private,Highly Urban/ Urban,0
621666580,de Garcia,F,denisevalentin@club-internet.fr,1955,< 20k€,true,0,100 Rue Charcot 81000 Albi,43.915117,2.135306,2022-04-08 21:31:19,complet,dev_express,200-300€,Sports Car,4,no,Private,Highly Urban/ Urban,5
551370243,de Gauthier,F,rivieremargaret@laposte.net,1951,80k-100k€,false,0,12 Avenue Jean Gagnant 87000 Limoges,45.834206,1.272585,2022-02-01 06:20:01,complet,dev_integral,300-400€,Minivan,19,yes,Private,Highly Urban/ Urban,2
624914462,de Gérard,F,margotjulien@tele2.fr,1940,80k-100k€,false,0,36 Rue du Général de Gaulle 55300 Lacroix-sur-Meuse,48.973886,5.509853,2022-02-12 03:31:15,complet,dev_express,200-300€,Pickup,13,no,Commercial,Highly Urban/ Urban,3
932443844,de Gonzalez,M,oceane63@club-internet.fr,1996,20k-40k€,false,0,20 Rue Notre-Dame 20000 Ajaccio,41.917408,8.738067,2022-04-17 11:05:04,complet,dev_express,200-300€,z_SUV,7,no,Private,Highly Urban/ Urban,3
202542739,de Guyon,F,adele91@bouygtel.fr,1978,40k-60k€,true,1,164 Route du Carroi 37130 Cinq-Mars-la-Pile,47.348241,0.441636,2022-04-15 19:54:12,complet,dev_express,200-300€,Van,1,no,Commercial,Highly Urban/ Urban,0
361665026,de Hebert,F,wgeorges@dbmail.com,1958,60k-80k€,true,0,21 Rue du Château 43200 Saint-Maurice-de-Lignon,45.212574,4.14569,2022-03-25 02:23:51,complet,dev_integral,300-400€,Minivan,9,no,Commercial,Highly Urban/ Urban,5
686534779,de Hervé,F,ymarion@sfr.fr,1974,> 120k€,false,0,6 Rue Lucien Selva 94200 Ivry-sur-Seine,48.809349,2.384195,2022-05-21 08:25:37,complet,dev_integral,300-400€,Panel Truck,10,yes,Commercial,Highly Urban/ Urban,5
213470988,de Joseph,F,yledoux@laposte.net,1957,,false,0,11 Rue du Docteur Schweitzer 95630 Mériel,49.073316,2.195608,2022-01-16 04:07:39,complet,dev_integral,300-400€,z_SUV,16,no,Private,Highly Urban/ Urban,0
797568231,de Julien,M,fbenard@yahoo.fr,1940,80k-100k€,false,0,19 Rue Charles Péguy 81200 Aussillon,43.508005,2.364018,2022-03-08 08:49:18,complet,dev_integral,300-400€,Minivan,7,yes,Commercial,Highly Urban/ Urban,6
372087945,de la Barbier,F,constancecollet@live.com,1995,40k-60k€,false,0,7 Rue de la Roseraie 29830 Ploudalmézeau,48.540187,'-4.662686,2022-03-09 04:34:25,complet,dev_express,200-300€,Minivan,20,yes,Private,Highly Urban/ Urban,0
190335385,de la Becker,M,vtessier@sfr.fr,2018,< 20k€,false,0,149 Rue Jean Jacques Rousseau 62110 Hénin-Beaumont,50.419263,2.94992,2022-01-10 01:26:00,complet,dev_premium,500-600€,Sports Car,11,no,Private,Highly Urban/ Urban,5
617988135,de la Bonnin,F,ccamus@noos.fr,1987,,false,0,16 Rue Antoinette Bervas 91410 Dourdan,48.532395,2.01311,2022-01-05 09:36:47,complet,dev_express,200-300€,z_SUV,7,no,Private,z_Highly Rural/ Rural,2
295796026,de la Bonnin,M,gguillaume@free.fr,1969,20k-40k€,false,0,29 Avenue Antoine de Saint-Exupéry 62100 Calais,50.94612,1.883745,2022-01-05 01:49:38,complet,dev_integral,300-400€,Minivan,1,yes,Private,z_Highly Rural/ Rural,0
726219892,de la Bouvier,F,ubaudry@sfr.fr,1950,80k-100k€,false,0,47 Chemin de la Croix de Bois 54460 Liverdun,48.758151,6.086447,2022-03-23 15:45:03,complet,dev_integral,200-300€,Minivan,16,no,Private,Highly Urban/ Urban,0
918559086,de la Brunet,M,frederique80@club-internet.fr,2013,> 120k€,false,0,21 Rue Saint-Firmin 12000 Onet-le-Château,44.366564,2.586337,2022-01-12 00:08:50,complet,dev_express,200-300€,Panel Truck,17,yes,Commercial,Highly Urban/ Urban,4
631867230,de la Chartier,M,fdaniel@tiscali.fr,1955,20k-40k€,true,1,5 Rue Bouaké 47300 Villeneuve-sur-Lot,44.412729,0.708074,2022-02-15 06:50:36,complet,dev_premium,300-400€,Pickup,7,yes,Commercial,Highly Urban/ Urban,0
167555506,de la Colas,F,cbonnet@laposte.net,1972,20k-40k€,false,0,114 Chemin Las Biassottes 64300 Orthez,43.492901,'-0.760449,2022-04-16 20:05:05,complet,dev_express,200-300€,z_SUV,,no,Private,Highly Urban/ Urban,3
804950145,de la Dubois,M,lemoinevalentine@laposte.net,1977,40k-60k€,false,0,4 Impasse de la Garrigaute 11360 Saint-Jean-de-Barrou,42.957929,2.840621,2022-04-24 02:36:25,complet,dev_integral,200-300€,Sports Car,1,no,Private,Highly Urban/ Urban,4
582651288,de la François,M,pauline94@laposte.net,1947,< 20k€,false,0,6315 Chemin d'Alzitone 20240 Ghisonaccia,42.058252,9.379364,2022-05-28 16:57:35,complet,dev_integral,300-400€,z_SUV,,no,Private,Highly Urban/ Urban,4
627950237,de la Gilles,F,victorlemonnier@noos.fr,2003,60k-80k€,true,2,14 Rue Francois Viète 26000 Valence,44.942049,4.905817,2022-02-08 19:17:02,complet,dev_integral,300-400€,Pickup,10,no,Commercial,Highly Urban/ Urban,4
542062164,de la Grégoire,F,odette70@noos.fr,1959,20k-40k€,true,0,554 Route de Marboz 1440 Viriat,46.232664,5.230284,2022-04-27 19:14:40,complet,dev_express,200-300€,z_SUV,4,no,Commercial,Highly Urban/ Urban,0
720443111,de la Grondin,F,pbernard@club-internet.fr,1987,< 20k€,true,0,6 Rue Panetié 62200 Boulogne-sur-Mer,50.714968,1.614702,2022-01-07 02:17:29,complet,dev_integral,200-300€,Sports Car,8,no,Private,z_Highly Rural/ Rural,2
752768207,de la Hamon,M,jerome85@live.com,1979,20k-40k€,false,0,138 Chemin de Malaurens 82100 Castelsarrasin,44.034324,1.166423,2022-02-01 20:17:14,complet,dev_express,200-300€,Pickup,1,no,Private,Highly Urban/ Urban,2
204546735,de la Hervé,F,guillaumeguyon@hotmail.fr,1952,20k-40k€,false,0,40 Place de l'Eglise 26300 Jaillans,45.028138,5.1741,2022-05-02 23:12:44,complet,dev_integral,300-400€,z_SUV,1,no,Private,z_Highly Rural/ Rural,0
862235931,de la Jacques,F,arthur89@noos.fr,2000,< 20k€,true,0,2 Route du Vignal 12850 Sainte-Radegonde,44.336422,2.626406,2022-01-21 09:35:42,complet,dev_express,200-300€,z_SUV,7,no,Commercial,Highly Urban/ Urban,1
594467420,de la Lacombe,M,kguillot@yahoo.fr,1978,60k-80k€,true,1,1 Rue du Tour de Ville 2240 Ribemont,49.794767,3.462598,2022-02-05 18:50:01,complet,dev_express,200-300€,Sports Car,12,no,Private,Highly Urban/ Urban,0
358036230,de la Leconte,F,bernadettegaillard@hotmail.fr,1966,40k-60k€,false,0,8 Rue du Nouveau Monde 62232 Annezin,50.527623,2.618623,2022-03-13 03:20:49,complet,dev_premium,300-400€,Panel Truck,8,no,Commercial,Highly Urban/ Urban,2
578768750,de la Lelièvre,M,grocher@live.com,1987,> 120k€,true,3,10 Rue Giuseppe Garibaldi 47300 Villeneuve-sur-Lot,44.419698,0.732617,2022-05-11 02:14:17,complet,dev_express,200-300€,Van,9,no,Commercial,Highly Urban/ Urban,4
463876700,de la Letellier,M,sylvie13@tele2.fr,1998,,false,0,79 Rue des Carrières 22700 Perros-Guirec,48.818972,'-3.479328,2022-05-04 21:53:46,complet,dev_integral,300-400€,Minivan,8,no,Commercial,Highly Urban/ Urban,0
849635969,de la Lopez,F,alex47@wanadoo.fr,1950,20k-40k€,true,0,129 Rue de Parence 72530 Yvré-l'Évêque,48.020803,0.275461,2022-01-25 03:27:59,complet,dev_express,200-300€,z_SUV,1,no,Private,Highly Urban/ Urban,3
411355078,de la Maillard,M,andreejoly@gmail.com,1964,60k-80k€,true,2,3 Avenue Division Leclerc 64100 Bayonne,43.490718,'-1.458793,2022-05-01 13:54:21,complet,dev_integral,200-300€,Minivan,9,yes,Private,Highly Urban/ Urban,6
711294832,de la Marie,F,etienne90@voila.fr,1953,60k-80k€,false,0,1 Allée des Bécots 47200 Beaupuy,44.53613,0.155675,2022-05-06 07:53:57,complet,dev_express,200-300€,Sports Car,10,no,Private,Highly Urban/ Urban,0
499317554,de la Ollivier,F,tvallee@tiscali.fr,2002,80k-100k€,true,0,140 Rue des Plantes 61100 Flers,48.733495,'-0.574959,2022-04-24 21:41:36,complet,dev_premium,500-600€,Panel Truck,24,yes,Commercial,Highly Urban/ Urban,0
16259639,de la Perez,M,michellenoel@club-internet.fr,1973,40k-60k€,true,0,12 Rue de la Gare 26600 Pont-de-l'Isère,45.0,4.865329,2022-02-05 16:47:05,complet,dev_integral,200-300€,z_SUV,12,no,Private,Highly Urban/ Urban,1
844404167,de la Perrin,M,charles07@bouygtel.fr,2017,20k-40k€,false,0,18 Rue Girard de Cailleux 89000 Auxerre,47.803951,3.571621,2022-02-26 03:44:35,complet,dev_premium,400-500€,Minivan,7,no,Commercial,Highly Urban/ Urban,0
704518517,de la Potier,M,christine71@live.com,2001,20k-40k€,false,0,6 Route d'Encausse 32430 Saint-Cricq,43.700184,0.999661,2022-05-01 00:26:22,complet,dev_integral,300-400€,Minivan,4,no,Private,z_Highly Rural/ Rural,4
667355215,de la Ribeiro,M,adriengilbert@yahoo.fr,1958,40k-60k€,true,0,18 Avenue Charles Infrois 77400 Lagny-sur-Marne,48.875705,2.72694,2022-02-19 06:28:01,complet,dev_express,200-300€,z_SUV,5,no,Private,Highly Urban/ Urban,0
986607982,de la Richard,M,susanne45@sfr.fr,1951,< 20k€,true,0,39 Avenue de la République 36140 Aigurande,46.435387,1.824491,2022-05-31 06:29:01,complet,dev_premium,400-500€,Sports Car,13,no,Private,Highly Urban/ Urban,0
317314544,de la Riou,F,nathlevy@yahoo.fr,1952,60k-80k€,true,0,1 Rue de la Fontaine Madeleine 63800 Saint-Bonnet-lès-Allier,45.741658,3.253533,2022-05-24 02:44:42,complet,dev_integral,200-300€,Van,5,no,Commercial,Highly Urban/ Urban,0
423712104,de la Voisin,F,huetjoseph@sfr.fr,1963,100k-120k€,false,0,17 Rue Honoré de Balzac 24100 Bergerac,44.859016,0.490059,2022-03-14 05:41:38,complet,dev_express,200-300€,Minivan,15,no,Private,Highly Urban/ Urban,0
779624178,de la Wagner,M,remymenard@club-internet.fr,1943,20k-40k€,false,0,159 Rue de l'Aubépine 34230 Paulhan,43.542819,3.464683,2022-05-30 04:03:38,complet,dev_integral,300-400€,Minivan,20,no,Private,Highly Urban/ Urban,0
192315205,de Lebreton,F,martinemallet@hotmail.fr,1950,60k-80k€,true,0,170 Rue de l'Église 50000 Saint-Lô,49.124684,'-1.091074,2022-03-22 09:48:58,complet,dev_express,200-300€,Pickup,1,no,Commercial,Highly Urban/ Urban,2
803824722,de Lefort,F,rocheagathe@yahoo.fr,1975,> 120k€,true,2,8 Lotissement Les Acacias 70100 Velet,47.423566,5.568435,2022-02-27 09:10:31,complet,dev_integral,300-400€,Minivan,12,no,Private,z_Highly Rural/ Rural,1
74505292,de Leleu,F,baronzacharie@hotmail.fr,1974,20k-40k€,false,0,9 Rue des Petits Monts 27190 Conches-en-Ouche,48.957676,0.94532,2022-03-02 22:19:18,complet,dev_express,200-300€,z_SUV,10,no,Private,Highly Urban/ Urban,0
647719405,de Michaud,F,maillardjerome@bouygtel.fr,2002,60k-80k€,true,0,3 Rue de Besino 32190 Vic-Fezensac,43.761285,0.302832,2022-02-04 22:31:43,complet,dev_integral,200-300€,z_SUV,8,no,Commercial,Highly Urban/ Urban,0
582432313,De Oliveira,F,deniselopes@free.fr,2010,80k-100k€,false,0,57 Chemin de Françoun 40360 Donzacq,43.649783,'-0.806565,2022-01-12 10:58:34,complet,dev_integral,300-400€,z_SUV,13,no,Private,z_Highly Rural/ Rural,1
760469299,De Oliveira,F,suzanne34@sfr.fr,1969,40k-60k€,true,0,25 Rue des Bascules 45140 Ingré,47.92515,1.839902,2022-01-23 05:32:38,complet,dev_premium,500-600€,Minivan,1,no,Private,z_Highly Rural/ Rural,0
192744071,De Oliveira,M,anaislombard@noos.fr,1972,60k-80k€,false,0,115A Rue des Moulins 26160 La Bégude-de-Mazenc,44.543674,4.936129,2022-05-14 03:38:14,complet,dev_express,200-300€,z_SUV,8,no,Private,Highly Urban/ Urban,0
989631917,De Oliveira,M,jeannenavarro@sfr.fr,1982,< 20k€,false,0,3 Impasse Montesquieu 94800 Villejuif,48.804912,2.367715,2022-02-05 05:34:09,complet,dev_integral,300-400€,Minivan,6,yes,Private,z_Highly Rural/ Rural,2
762552558,De Oliveira-Boulanger,F,kthibault@club-internet.fr,2001,20k-40k€,true,0,1 Rue Pasteur 57700 Hayange,49.326353,6.057219,2022-05-01 17:43:06,complet,dev_express,200-300€,z_SUV,1,no,Private,Highly Urban/ Urban,1
212828205,de Payet,M,qhernandez@orange.fr,2002,> 120k€,false,0,10 Avenue du Val Vert 43000 Le Puy-en-Velay,45.033447,3.885508,2022-05-13 22:19:50,complet,dev_premium,300-400€,Van,5,yes,Commercial,Highly Urban/ Urban,0
192407030,de Perrin,F,dorotheesanchez@ifrance.com,1958,20k-40k€,false,0,157D Rue de Cartheray 74500 Publier,46.390853,6.52304,2022-03-29 05:23:58,complet,dev_integral,300-400€,z_SUV,9,no,Private,Highly Urban/ Urban,3
850314594,de Rolland,F,gabrielle31@free.fr,1951,> 120k€,false,0,2 Rue du Thorigot 10440 Torvilliers,48.273442,3.972948,2022-03-18 02:48:43,complet,dev_integral,300-400€,Minivan,,no,Private,Highly Urban/ Urban,0
235798867,de Rossi,F,claude09@tele2.fr,2003,100k-120k€,true,0,131 Rue Saint-Urcisse 46000 Cahors,44.445776,1.444667,2022-03-05 20:32:51,complet,dev_integral,200-300€,Panel Truck,3,no,Commercial,Highly Urban/ Urban,3
897103108,de Seguin,F,jregnier@club-internet.fr,1940,20k-40k€,false,0,7 Rue du 8 Mai 1945 80570 Dargnies,50.037419,1.517611,2022-04-13 20:56:49,complet,dev_premium,300-400€,Pickup,1,no,Commercial,Highly Urban/ Urban,1
23899383,De Sousa,F,patrickklein@live.com,1993,80k-100k€,false,0,16 Rue Michelet 49000 Angers,47.464238,'-0.545333,2022-04-08 12:32:57,complet,dev_integral,300-400€,Minivan,12,yes,Private,Highly Urban/ Urban,1
827178489,De Sousa,F,sjoubert@gmail.com,1950,60k-80k€,false,0,1 Rue Georges Cuvier 1000 Bourg-en-Bresse,46.219076,5.228766,2022-05-10 13:40:32,complet,dev_express,200-300€,Minivan,1,no,Commercial,Highly Urban/ Urban,5
155093200,De Sousa,M,emmanuel67@free.fr,2010,< 20k€,true,2,68 Boulevard Pierpont Morgan 73100 Aix-les-Bains,45.695933,5.897147,2022-01-24 13:18:40,complet,dev_integral,300-400€,Pickup,1,yes,Commercial,Highly Urban/ Urban,1
35225506,De Sousa,M,hbonnin@gmail.com,1947,< 20k€,true,0,1 Rue des Vergers 67290 Petersbach,48.871749,7.25949,2022-04-06 17:34:06,complet,dev_integral,300-400€,Minivan,10,yes,Commercial,Highly Urban/ Urban,6
429128652,De Sousa,M,philippine83@sfr.fr,1975,100k-120k€,false,0,6 Rue des Cavaliers 25250 Bretigney,47.484664,6.636246,2022-01-08 21:15:51,complet,dev_express,200-300€,Panel Truck,7,yes,Commercial,Highly Urban/ Urban,1
737945954,de Vidal,M,claudeallain@free.fr,1960,20k-40k€,false,0,5 Rue de la Vaux Demouge 70210 Polaincourt-et-Clairefontaine,47.882743,6.067374,2022-03-01 05:37:07,complet,dev_integral,200-300€,z_SUV,7,no,Commercial,Highly Urban/ Urban,0
547910569,de Weber,F,bourgeoisclaudine@tiscali.fr,1964,40k-60k€,true,0,34 Rue de la Font Neuve 34290 Alignan-du-Vent,43.470079,3.341464,2022-04-19 19:52:57,complet,dev_integral,300-400€,Van,12,yes,Private,Highly Urban/ Urban,0
689906306,Delahaye,F,capucinetraore@live.com,1957,80k-100k€,false,0,2 Rue de la Montagne Noire 11000 Carcassonne,43.223778,2.355105,2022-03-23 08:12:42,complet,dev_express,200-300€,Van,11,no,Private,Highly Urban/ Urban,4
625727963,Delahaye,M,guillaumemadeleine@bouygtel.fr,1953,< 20k€,true,1,10 Rue de la Chaume d'En Bas 18130 Raymond,46.972958,2.685084,2022-02-27 08:10:14,complet,dev_integral,200-300€,Sports Car,12,no,Private,z_Highly Rural/ Rural,0
430670098,Delahaye-Garnier,F,franck34@hotmail.fr,1965,> 120k€,true,0,12 Route du Viala 48220 Fraissinet-de-Lozère,44.368169,3.735959,2022-01-28 11:20:20,complet,dev_express,200-300€,Minivan,11,yes,Private,Highly Urban/ Urban,5
235531258,Delannoy,F,fontaineoceane@voila.fr,1957,< 20k€,false,0,8 Allée Françoise Giroud 79100 Thouars,46.978447,'-0.206914,2022-01-21 07:59:13,complet,dev_express,200-300€,Pickup,10,no,Commercial,Highly Urban/ Urban,3
240049188,Delannoy,M,collinmichel@gmail.com,1952,80k-100k€,false,0,3 Chemin de Castelsec 48000 Mende,44.520285,3.491423,2022-04-22 07:51:36,complet,dev_express,200-300€,Minivan,6,yes,Private,Highly Urban/ Urban,0
31728817,Delattre,F,sparent@tiscali.fr,1981,< 20k€,false,0,5 Rue de la Jarnosse 58420 Neuilly,47.239717,3.503259,2022-02-25 10:22:07,complet,dev_integral,300-400€,z_SUV,,no,Private,Highly Urban/ Urban,0
259738055,Delattre,M,lucylebon@yahoo.fr,1966,80k-100k€,true,0,9BIS Rue de Paris 62300 Lens,50.428285,2.83109,2022-05-22 23:11:47,complet,dev_integral,300-400€,z_SUV,,no,Private,Highly Urban/ Urban,0
892542306,Delattre-Rousseau,M,constance21@live.com,1951,< 20k€,false,0,36 Rue Etienne Dolet 93380 Pierrefitte-sur-Seine,48.965093,2.365343,2022-05-30 19:44:58,complet,dev_integral,300-400€,Sports Car,1,no,Private,Highly Urban/ Urban,1
397609188,Delaunay,F,navarropaul@tele2.fr,1954,80k-100k€,false,0,1 Place de la République 63430 Pont-du-Château,45.799092,3.247875,2022-02-24 02:03:16,complet,dev_integral,300-400€,Minivan,10,yes,Private,Highly Urban/ Urban,3
131349512,Delaunay,F,tristanpetitjean@gmail.com,1958,< 20k€,false,0,7 Rue de la Falaise 50350 Donville-les-Bains,48.849299,'-1.58185,2022-05-18 18:08:52,complet,dev_integral,300-400€,Panel Truck,,yes,Commercial,Highly Urban/ Urban,0
245429311,Delaunay,F,zacharie46@gmail.com,1976,100k-120k€,false,0,8 Rue du Poncelot 89320 Vareilles,48.176296,3.466572,2022-01-15 15:51:05,complet,dev_premium,400-500€,Sports Car,18,no,Private,Highly Urban/ Urban,0
459294600,Delmas,M,ponsguillaume@live.com,1976,60k-80k€,false,0,3 Rue du Mas de Demou 3460 Trévol,46.615466,3.334381,2022-04-14 03:21:10,complet,dev_express,200-300€,Sports Car,5,no,Private,Highly Urban/ Urban,1
533416676,Delmas,M,qguerin@hotmail.fr,1973,100k-120k€,false,0,227 Boulevard Beausoleil 83110 Sanary-sur-Mer,43.117925,5.782721,2022-03-26 22:33:03,complet,dev_express,200-300€,Sports Car,14,no,Private,Highly Urban/ Urban,0
230285211,Delorme du Maury,F,alexandre30@live.com,1937,< 20k€,false,0,18 Rue de la Soie 84150 Jonquières,44.116196,4.910672,2022-03-26 06:02:00,complet,dev_premium,400-500€,Minivan,1,yes,Private,z_Highly Rural/ Rural,0
164287398,Denis,F,gdupuis@wanadoo.fr,1965,20k-40k€,true,3,172 Rue Cardinet 75017 Paris,48.890322,2.31739,2022-02-16 13:50:18,complet,dev_integral,200-300€,Pickup,1,no,Private,Highly Urban/ Urban,5
131421512,Denis,F,petitjacques@tele2.fr,1942,< 20k€,false,0,12 Place Saint-François 2 20290 Borgo,42.563496,9.443083,2022-04-30 22:26:44,complet,dev_express,200-300€,Minivan,10,no,Private,Highly Urban/ Urban,0
110229597,Denis,M,adelaidepinto@live.com,2011,80k-100k€,true,1,262 Rue de la Chapelle 74130 Vougy,46.065475,6.488771,2022-04-09 10:34:21,complet,dev_premium,400-500€,Van,14,yes,Commercial,Highly Urban/ Urban,0
127519263,Denis,M,danieljacquot@tiscali.fr,1973,20k-40k€,false,0,61 Avenue Georges Durand 72100 Le Mans,47.981195,0.211902,2022-04-13 06:30:38,complet,dev_express,200-300€,Panel Truck,1,no,Commercial,z_Highly Rural/ Rural,0
326037454,Denis Le Hervé,F,diane61@orange.fr,2018,,false,0,18 Rue Vouillaume 55170 Ancerville,48.634243,5.017135,2022-01-10 07:16:54,complet,dev_express,200-300€,Pickup,3,yes,Commercial,Highly Urban/ Urban,6
988268810,Descamps du Louis,F,ecoulon@ifrance.com,1942,60k-80k€,true,0,4 Passage Franck 92140 Clamart,48.79765,2.274847,2022-05-26 01:56:50,complet,dev_integral,300-400€,Sports Car,,no,Private,Highly Urban/ Urban,0
349489914,Descamps-Duval,M,nicolas72@laposte.net,1983,,false,0,5 Rue des Grands Viviers 29630 Plougasnou,48.706021,'-3.829306,2022-03-01 04:29:22,complet,dev_premium,300-400€,Van,14,yes,Commercial,Highly Urban/ Urban,1
742285314,Deschamps,F,philippemorvan@hotmail.fr,2022,80k-100k€,true,0,56 Rue François Millet 92000 Nanterre,48.889671,2.215615,2022-02-04 16:10:20,complet,dev_premium,500-600€,Panel Truck,13,no,Commercial,Highly Urban/ Urban,0
371807120,Devaux,F,jacqueline90@club-internet.fr,1986,< 20k€,false,0,1 Rue des Fours à Chaux 55300 Dompcevrin,48.931367,5.489568,2022-05-28 14:51:30,complet,dev_integral,200-300€,Panel Truck,9,yes,Commercial,z_Highly Rural/ Rural,0
109627178,Devaux,F,josettebenoit@tele2.fr,2001,20k-40k€,true,1,32 Cité du Rance 48000 Mende,44.515646,3.504971,2022-05-28 07:13:31,complet,dev_express,200-300€,z_SUV,1,no,Private,z_Highly Rural/ Rural,0
370978438,Devaux,F,theresebourgeois@laposte.net,1963,> 120k€,false,0,473 Rue des Canadiens 76520 La Neuville-Chant-d'Oisel,49.370317,1.235116,2022-01-15 03:03:13,complet,dev_premium,300-400€,Van,8,no,Commercial,Highly Urban/ Urban,4
196850945,Devaux-Menard,F,ugarcia@yahoo.fr,1981,80k-100k€,false,0,29 Rue de Cambrai 90150 Phaffans,47.66057,6.929587,2022-04-30 22:43:02,complet,dev_integral,300-400€,Van,8,no,Commercial,Highly Urban/ Urban,3
401624808,Diallo,F,micheledelannoy@bouygtel.fr,2009,< 20k€,false,0,32 Rue Amiot 60510 Bresles,49.403321,2.248795,2022-01-29 23:20:08,complet,dev_integral,300-400€,z_SUV,1,no,Private,z_Highly Rural/ Rural,0
464738176,Diallo,M,claudinesamson@hotmail.fr,1989,< 20k€,false,0,6 Rue de la Boulaine 58110 Châtillon-en-Bazois,47.045588,3.648349,2022-05-17 00:52:49,complet,dev_integral,300-400€,Sports Car,5,no,Private,z_Highly Rural/ Rural,2
833177798,Diallo,M,masseyves@wanadoo.fr,2017,60k-80k€,false,0,29 Rue du Chat-Huant 3100 Montluçon,46.335609,2.621765,2022-05-18 22:10:27,complet,dev_integral,300-400€,Van,4,yes,Commercial,Highly Urban/ Urban,0
983789161,Dias,F,martine21@live.com,2004,40k-60k€,true,1,32 Route des Junies 24130 Prigonrieux,44.860445,0.399668,2022-01-18 05:21:31,complet,dev_integral,200-300€,Minivan,8,no,Private,z_Highly Rural/ Rural,1
265777754,Diaz,F,constancedufour@wanadoo.fr,1994,40k-60k€,false,0,1A Rue de Morey 21220 Chambolle-Musigny,47.186984,4.954474,2022-04-12 01:15:33,complet,dev_integral,300-400€,Sports Car,9,no,Commercial,Highly Urban/ Urban,3
723051889,Diaz,F,rousseauelodie@live.com,1957,20k-40k€,false,0,7 Rue Font de l'Aube 84160 Cadenet,43.734849,5.3688,2022-02-10 21:22:48,complet,dev_express,200-300€,Minivan,,no,Commercial,z_Highly Rural/ Rural,0
169244879,Diaz,M,leroyhenri@orange.fr,2008,20k-40k€,false,0,13 Rue des Hauts Vergers 45520 Gidy,47.989314,1.83399,2022-02-17 09:12:42,complet,dev_premium,500-600€,Pickup,1,no,Private,z_Highly Rural/ Rural,3
374898992,Diaz-Vallée,M,lucyperez@tiscali.fr,2008,20k-40k€,false,0,706 Rue des Trois Chatels 69480 Anse,45.929576,4.714011,2022-05-11 19:20:32,complet,dev_express,200-300€,Minivan,1,yes,Private,z_Highly Rural/ Rural,1
105136025,Didier,F,claude97@sfr.fr,1983,20k-40k€,false,0,14 Rue de la Résistance 39700 Orchamps,47.150402,5.661277,2022-01-25 15:18:53,complet,dev_integral,300-400€,Pickup,10,yes,Commercial,z_Highly Rural/ Rural,0
128902374,Didier,F,philippe18@laposte.net,1999,60k-80k€,true,0,1 Rue du 11 Novembre 12120 Cassagnes-Bégonhès,44.169056,2.530441,2022-03-01 18:29:52,complet,dev_express,200-300€,z_SUV,,no,Private,Highly Urban/ Urban,0
393037472,Didier,M,anastasierenard@bouygtel.fr,1961,< 20k€,false,0,6 Avenue Ametz Lurra 64990 Saint-Pierre-d'Irube,43.461609,'-1.433721,2022-02-19 03:28:57,complet,dev_integral,200-300€,z_SUV,3,no,Private,Highly Urban/ Urban,5
